Indicativo;parámetro;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
2661;Q4;0.8;1.8;3.2;4.5;7.9;11.2;13.3;13.5;11.8;8.0;4.3;1.9;5.9
2661;Max;2.3;3.9;4.6;6.6;9.0;12.5;14.5;14.8;13.3;9.1;6.9;5.1;6.7
2661;Mn;-1.1;-0.5;1.8;3.5;6.6;10.2;12.2;12.3;10.1;6.9;2.9;0.8;5.4
2661;Md;-0.7;0.0;1.9;3.3;6.6;10.2;12.2;12.3;10.1;6.7;2.8;0.4;5.5
2661;S;1.53;1.59;1.31;1.41;1.34;1.04;1.04;1.20;1.57;1.26;1.72;1.82;0.49
2661;Cv;-2.21;-34.11;0.70;0.42;0.20;0.10;0.09;0.10;0.16;0.19;0.61;4.54;0.09
1549;N;30;30;30;29;29;29;29;30;30;30;30;30;28
1549;Min;-2.2;-2.1;1.3;3.2;5.6;10.1;12.5;11.9;9.7;6.4;0.0;-3.5;6.3
1549;Q1;-1.0;0.6;2.8;4.8;7.7;11.6;13.1;13.0;10.0;7.2;2.8;-0.2;6.8
1549;Q2;0.9;1.4;3.6;5.4;8.3;12.1;13.7;13.4;11.0;7.6;4.0;1.4;7.2
1549;Q3;1.6;2.0;4.3;5.9;8.9;12.6;14.5;14.3;11.8;8.7;5.1;3.0;7.4
1549;Q4;2.8;3.2;5.1;6.4;9.6;13.0;15.0;14.9;12.9;9.4;6.3;3.9;7.7
1549;Max;4.3;5.6;7.1;8.8;10.7;14.3;16.0;15.5;13.9;10.6;8.0;7.5;8.3
1549;Mn;1.3;1.9;4.0;5.6;8.7;12.4;14.3;13.7;11.6;8.3;4.7;2.1;7.4
1549;Md;1.1;1.8;4.0;5.7;8.6;12.3;14.1;13.8;11.5;8.3;4.4;2.0;7.3
1549;S;1.91;1.61;1.23;1.19;1.15;0.92;0.99;1.02;1.28;1.17;1.99;2.33;0.51
1549;Cv;1.70;0.88;0.31;0.21;0.13;0.07;0.07;0.07;0.11;0.14;0.45;1.15;0.07
9771C;N;27;28;28;28;28;28;28;27;27;28;27;28;24
9771C;Min;-4.2;-1.5;1.6;4.0;7.3;11.8;14.8;14.8;11.3;6.1;0.4;-3.0;7.2
9771C;Q1;-0.8;0.4;3.1;5.8;9.8;13.7;16.6;16.4;12.5;8.2;2.3;-0.2;8.2
9771C;Q2;0.4;1.2;3.8;6.4;10.8;14.2;17.0;16.9;13.5;9.7;3.9;0.9;8.6
9771C;Q3;1.4;1.9;4.3;7.2;11.3;14.9;17.7;17.8;14.4;10.1;5.1;2.3;8.9
9771C;Q4;2.5;2.6;5.4;7.6;12.2;15.7;18.3;18.4;15.1;11.0;6.3;3.5;9.1
9771C;Max;4.8;4.7;7.7;8.9;13.0;18.3;20.0;19.7;16.0;12.5;8.1;5.5;9.8
9771C;Mn;1.0;1.5;4.0;6.8;11.1;14.5;17.2;17.5;13.9;9.8;4.3;1.7;8.7
9771C;Md;0.9;1.6;4.2;6.7;10.8;14.7;17.4;17.4;13.8;9.7;4.4;1.5;8.7
9771C;S;1.95;1.34;1.40;1.15;1.56;1.30;1.12;1.21;1.33;1.48;2.12;2.06;0.67
9771C;Cv;2.28;0.85;0.33;0.17;0.14;0.09;0.06;0.07;0.10;0.15;0.48;1.37;0.08
1505;N;24;23;23;24;25;24;25;26;26;26;25;25;20
1505;Min;-2.8;-1.2;1.3;1.9;5.3;8.0;10.0;8.8;8.0;5.8;1.4;-0.3;5.7
1505;Q1;0.1;0.0;2.0;3.3;6.4;9.1;11.3;10.7;8.6;6.3;2.9;0.8;5.9
1505;Q2;1.6;1.4;2.3;4.1;6.9;9.6;11.8;11.8;9.1;7.0;3.9;2.1;6.1
1505;Q3;2.3;2.2;3.2;4.9;7.5;10.0;12.2;12.0;9.8;7.8;4.6;2.9;6.4
1505;Q4;3.5;3.2;4.1;5.3;7.8;10.5;12.7;12.7;11.2;8.6;6.5;4.8;6.6
1505;Max;4.7;5.6;6.9;6.5;8.5;11.9;13.6;13.7;12.4;9.9;7.4;6.4;7.2
1505;Mn;2.2;1.8;2.5;4.7;7.4;9.8;12.0;11.9;9.6;7.6;4.3;2.7;6.3
1505;Md;1.8;1.7;3.0;4.3;7.2;9.9;12.0;11.8;9.8;7.6;4.5;2.7;6.3
1505;S;1.96;1.77;1.37;1.11;0.87;1.00;0.86;1.12;1.26;1.31;1.74;1.98;0.41
1505;Cv;1.10;1.04;0.45;0.26;0.12;0.10;0.07;0.10;0.13;0.17;0.39;0.73;0.06
3191E;N;27;28;28;27;28;28;27;29;28;28;28;23;18
3191E;Min;-1.0;-1.0;0.5;2.1;4.7;11.1;15.3;14.7;11.1;5.9;2.9;0.1;7.5
3191E;Q1;0.6;0.8;3.0;4.4;8.1;13.1;16.4;16.2;12.6;8.6;3.8;1.7;8.2
3191E;Q2;1.2;1.8;4.4;5.3;9.1;14.1;17.0;17.3;13.2;9.2;4.7;2.2;8.4
3191E;Q3;2.1;2.7;5.1;6.6;10.0;14.5;17.9;17.7;13.8;9.8;5.0;2.5;8.8
3191E;Q4;2.5;3.8;5.8;7.1;10.7;15.3;18.4;18.9;15.1;11.0;6.6;3.3;9.0
3191E;Max;3.4;5.5;8.0;8.9;11.7;17.6;19.5;20.1;17.9;12.6;7.6;4.4;9.5
3191E;Mn;1.6;2.0;4.8;6.1;9.6;14.2;17.6;17.4;13.7;9.3;5.0;2.3;8.6
3191E;Md;1.6;2.4;4.6;5.8;9.3;14.2;17.4;17.3;13.8;9.6;5.1;2.4;8.6
3191E;S;1.09;1.73;1.60;1.57;1.66;1.28;1.07;1.42;1.70;1.57;1.39;1.03;0.49
3191E;Cv;0.70;0.73;0.35;0.27;0.18;0.09;0.06;0.08;0.12;0.16;0.27;0.42;0.06
3129;N;30;30;30;29;30;30;30;30;30;28;30;28;28
3129;Min;-3.4;-1.7;1.0;2.8;5.8;11.0;15.0;13.6;10.3;6.4;-0.1;-3.8;6.4
3129;Q1;-2.1;-0.5;2.7;4.7;8.3;13.1;15.9;15.6;11.7;7.4;2.4;-0.7;7.4
3129;Q2;0.1;0.8;3.0;5.3;9.1;13.6;16.5;16.4;12.6;8.2;3.3;1.0;7.6
3129;Q3;0.7;1.5;3.6;6.0;9.5;14.1;16.9;17.0;13.8;8.9;4.1;1.8;8.0
3129;Q4;2.2;2.5;4.4;6.7;10.4;14.7;17.8;17.5;14.5;9.9;5.5;3.5;8.3
3129;Max;4.5;4.0;6.9;8.4;11.5;17.0;19.4;18.6;15.1;10.7;8.6;6.9;9.0
3129;Mn;0.5;1.1;3.3;5.7;9.3;13.8;16.6;16.8;13.4;8.5;3.7;1.3;7.9
3129;Md;0.2;1.2;3.5;5.7;9.3;13.9;16.8;16.5;13.1;8.6;4.1;1.5;7.8
3129;S;2.13;1.56;1.20;1.15;1.33;1.27;1.07;1.19;1.36;1.21;2.10;2.33;0.57
3129;Cv;11.00;1.34;0.34;0.20;0.14;0.09;0.06;0.07;0.10;0.14;0.52;1.61;0.07
3196;N;30;30;29;30;30;30;30;30;30;30;30;29;28
3196;Min;-0.6;-0.1;1.8;3.6;6.3;11.9;16.4;16.2;12.0;7.0;2.9;-0.4;8.1
3196;Q1;0.2;1.3;4.3;5.7;9.6;14.3;17.1;17.1;13.3;8.6;4.1;1.8;8.8
3196;Q2;1.1;1.9;4.6;6.4;10.0;15.2;18.1;17.8;14.4;9.6;4.6;2.1;9.2
3196;Q3;1.9;3.0;5.5;7.3;11.0;15.8;18.7;18.4;15.4;10.4;5.8;2.7;9.3
3196;Q4;3.3;4.4;6.0;7.9;11.9;16.4;19.4;19.2;15.9;10.9;6.7;4.1;9.7
3196;Max;4.7;5.4;7.3;9.7;13.4;18.4;20.7;20.3;17.3;12.3;8.6;7.2;10.2
3196;Mn;1.4;2.7;5.1;7.1;10.4;15.4;18.3;18.1;14.7;10.0;5.2;2.3;9.2
3196;Md;1.6;2.7;5.1;6.8;10.4;15.4;18.3;18.1;14.6;9.9;5.4;2.8;9.2
3196;S;1.50;1.48;1.18;1.32;1.53;1.51;1.10;1.08;1.45;1.34;1.58;1.60;0.53
3196;Cv;0.92;0.56;0.23;0.19;0.15;0.10;0.06;0.06;0.10;0.14;0.29;0.58;0.06
3200;N;30;30;30;30;30;30;30;30;30;30;30;30;30
3200;Min;-1.7;-0.2;1.6;3.5;6.6;12.1;16.8;15.4;12.0;7.4;2.9;-1.6;8.0
3200;Q1;-1.0;0.9;4.0;5.5;9.3;14.7;17.3;17.4;13.1;8.6;3.6;1.3;8.5
3200;Q2;0.9;2.0;4.6;6.6;10.2;15.2;18.1;18.0;14.2;9.6;4.2;2.1;8.9
3200;Q3;1.7;2.7;5.2;7.2;11.0;15.7;18.8;18.5;15.3;10.2;5.0;2.6;9.4
3200;Q4;3.1;3.6;5.9;8.1;12.1;16.8;19.6;19.1;16.0;11.1;6.4;3.9;9.9
3200;Max;4.2;5.4;7.6;9.6;14.0;18.9;21.2;20.9;16.6;12.5;8.8;6.6;10.6
3200;Mn;1.2;2.4;4.8;6.9;10.8;15.5;18.4;18.2;14.6;10.1;4.7;2.3;9.2
3200;Md;1.2;2.4;4.9;6.9;10.5;15.6;18.5;18.2;14.6;9.9;5.0;2.4;9.2
3200;S;1.81;1.47;1.15;1.38;1.68;1.59;1.15;1.21;1.40;1.32;1.64;1.80;0.72
3200;Cv;1.54;0.62;0.24;0.20;0.16;0.10;0.06;0.07;0.10;0.13;0.33;0.76;0.08
3195;N;30;30;30;30;30;30;30;30;30;30;30;30;30
3195;Min;0.0;0.9;2.3;4.3;6.3;12.6;17.1;16.0;13.0;8.0;3.8;0.5;8.5
3195;Q1;1.2;2.3;5.3;6.4;10.4;15.4;17.9;17.8;14.0;9.3;5.1;2.6;9.8
3195;Q2;2.2;3.1;5.8;7.4;10.9;16.0;18.6;18.6;14.9;10.5;5.6;2.9;9.9
3195;Q3;2.9;4.1;6.6;8.2;11.7;16.3;19.6;19.2;15.8;11.0;6.6;3.8;10.2
3195;Q4;4.2;5.6;7.4;8.7;12.9;17.2;20.1;19.7;16.5;11.9;7.5;4.9;10.6
3195;Max;5.3;6.3;8.5;10.5;13.9;19.2;21.0;21.1;18.1;13.1;9.1;7.7;11.2
3195;Mn;2.6;3.5;6.1;8.1;11.2;16.1;19.0;19.0;15.4;10.9;6.0;3.3;10.1
3195;Md;2.7;3.7;6.2;7.7;11.3;16.1;19.0;18.8;15.4;10.7;6.3;3.6;10.1
3195;S;1.43;1.50;1.28;1.31;1.63;1.47;1.13;1.19;1.35;1.33;1.50;1.51;0.59
3195;Cv;0.53;0.41;0.21;0.17;0.14;0.09;0.06;0.06;0.09;0.12;0.24;0.41;0.06
3175;N;29;30;30;30;30;29;30;30;30;29;30;30;27
3175;Min;-3.9;-1.3;1.8;3.3;6.3;11.9;14.9;14.8;11.1;6.5;0.8;-3.0;6.9
3175;Q1;-1.7;0.0;2.8;4.6;8.3;13.2;15.9;15.8;12.3;7.9;2.9;0.1;7.8
3175;Q2;0.3;1.1;3.3;5.6;9.4;13.9;16.7;16.6;13.0;8.8;3.7;1.2;8.0
3175;Q3;1.2;1.6;4.2;6.3;10.0;14.5;17.4;17.3;13.7;9.6;4.4;1.7;8.3
3175;Q4;2.5;2.8;4.9;7.0;10.6;14.9;18.3;18.0;14.7;10.0;5.9;3.5;8.6
3175;Max;4.7;4.7;7.3;8.8;11.5;17.1;18.9;19.0;15.7;11.1;8.2;6.9;9.4
3175;Mn;0.8;1.5;3.5;6.0;9.8;14.1;17.1;17.0;13.3;9.1;4.0;1.4;8.1
3175;Md;0.5;1.4;3.8;5.9;9.6;14.1;17.1;16.9;13.4;9.0;4.3;1.7;8.2
3175;S;2.08;1.57;1.21;1.19;1.30;1.24;1.04;1.07;1.34;1.22;1.93;2.10;0.52
3175;Cv;3.87;1.11;0.32;0.20;0.14;0.09;0.06;0.06;0.10;0.14;0.45;1.23;0.06
2462;N;30;30;30;30;30;30;30;30;30;30;30;30;30
2462;Min;-6.3;-7.2;-4.5;-3.9;-1.5;4.1;9.3;9.0;4.5;-0.2;-2.9;-3.7;2.1
2462;Q1;-4.5;-4.8;-2.6;-1.8;1.8;7.1;10.2;10.1;7.1;2.6;-1.6;-2.9;2.6
2462;Q2;-3.7;-3.9;-1.8;-0.8;2.8;8.2;11.1;11.1;7.7;3.8;-0.4;-2.6;3.0
2462;Q3;-2.6;-2.3;-0.5;0.4;3.9;8.6;12.0;12.0;8.8;4.2;0.4;-1.8;3.3
2462;Q4;-1.8;-0.9;0.3;1.1;5.2;9.7;13.0;12.8;9.6;5.4;1.8;-1.0;3.5
2462;Max;0.4;0.9;3.0;3.5;5.9;11.6;13.8;13.8;11.6;6.7;3.4;0.2;3.9
2462;Mn;-3.5;-3.0;-1.3;-0.1;3.1;8.4;11.5;11.5;8.5;4.1;-0.2;-2.2;3.3
2462;Md;-3.2;-2.9;-1.1;-0.3;3.2;8.3;11.5;11.5;8.2;3.9;0.1;-2.0;3.1
2462;S;1.51;2.03;1.73;1.75;1.75;1.63;1.29;1.31;1.80;1.64;1.77;1.09;0.46
2462;Cv;-0.48;-0.70;-1.53;-5.53;0.54;0.20;0.11;0.11;0.22;0.42;22.07;-0.55;0.15
6155A;N;30;30;30;30;30;30;30;30;29;30;30;30;29
6155A;Min;5.2;5.5;7.5;8.4;11.6;14.9;18.8;19.0;16.8;12.5;9.1;6.3;12.6
6155A;Q1;6.2;7.0;8.9;10.2;13.0;17.3;19.6;20.3;17.8;13.3;10.2;7.7;13.0
6155A;Q2;7.1;7.7;9.6;10.7;14.0;17.8;20.2;20.8;18.5;14.8;10.8;8.4;13.5
6155A;Q3;7.8;8.5;10.0;11.5;14.8;18.2;20.9;21.3;19.0;15.8;11.6;9.3;14.0
6155A;Q4;8.5;9.6;10.4;12.0;15.2;19.0;21.3;22.1;19.5;16.1;12.6;9.9;14.4
6155A;Max;10.1;11.2;12.1;13.8;16.3;20.0;22.4;23.3;21.1;17.2;13.6;11.1;14.7
6155A;Mn;7.4;8.1;9.9;11.0;14.5;18.0;20.6;21.0;18.9;15.1;11.1;9.0;13.7
6155A;Md;7.4;8.2;9.8;11.1;14.2;18.0;20.5;21.1;18.7;15.0;11.3;8.9;13.7
6155A;S;1.29;1.41;0.98;1.13;1.13;1.05;0.99;1.07;0.94;1.34;1.23;1.16;0.64
6155A;Cv;0.17;0.17;0.10;0.10;0.08;0.06;0.05;0.05;0.05;0.09;0.11;0.13;0.05
6000A;N;29;28;30;30;30;30;30;30;30;30;30;30;28
6000A;Min;7.9;7.9;10.6;11.4;14.0;16.8;19.6;20.5;18.6;15.4;11.7;9.6;14.7
6000A;Q1;8.9;9.7;11.0;12.4;14.9;18.2;21.0;21.6;19.9;15.8;12.7;10.4;15.2
6000A;Q2;9.6;10.2;11.8;12.8;15.5;18.8;21.3;22.3;20.4;17.1;13.3;11.0;15.6
6000A;Q3;10.1;10.9;12.0;13.4;16.1;19.2;21.9;22.6;20.7;17.6;14.1;11.3;15.8
6000A;Q4;11.1;11.6;12.3;14.0;16.5;19.7;22.8;23.4;21.3;18.2;14.7;12.1;15.9
6000A;Max;11.6;12.8;13.8;14.6;17.3;20.9;23.6;23.9;22.4;19.0;15.2;12.8;16.4
6000A;Mn;9.9;10.7;11.9;13.1;15.8;19.1;21.7;22.4;20.6;17.3;13.6;11.2;15.6
6000A;Md;9.9;10.7;11.9;13.2;15.7;19.0;21.7;22.4;20.5;17.2;13.7;11.2;15.6
6000A;S;1.08;1.15;0.73;0.80;0.83;0.89;0.94;0.88;0.89;1.04;0.96;0.85;0.45
6000A;Cv;0.11;0.11;0.06;0.06;0.05;0.05;0.04;0.04;0.04;0.06;0.07;0.08;0.03
7178I;N;26;26;26;27;27;27;27;27;27;27;27;27;26
7178I;Min;-0.2;3.8;4.0;6.4;9.9;13.2;17.5;17.1;14.8;10.5;6.7;2.8;10.4
7178I;Q1;3.2;4.6;6.8;8.4;11.7;15.9;19.1;20.3;16.7;12.7;7.5;4.4;11.5
7178I;Q2;4.4;5.6;7.7;9.3;13.1;17.2;20.0;20.6;17.7;13.6;8.2;5.4;12.4
7178I;Q3;5.3;6.3;8.1;10.5;14.2;18.1;20.8;21.6;18.4;14.6;9.3;6.3;12.7
7178I;Q4;6.0;7.2;8.6;10.9;14.6;18.7;21.7;22.1;19.1;15.3;10.3;7.1;13.0
7178I;Max;7.7;8.4;10.7;12.6;15.9;20.1;22.4;22.5;20.1;15.8;11.5;8.8;13.5
7178I;Mn;4.9;5.9;7.9;9.7;13.5;17.9;20.6;21.0;18.2;13.9;9.0;5.9;12.6
7178I;Md;4.7;5.9;7.7;9.7;13.3;17.4;20.3;20.9;18.0;13.9;8.9;5.8;12.3
7178I;S;1.66;1.29;1.28;1.43;1.65;1.59;1.36;1.28;1.25;1.38;1.38;1.52;0.86
7178I;Cv;0.36;0.22;0.17;0.15;0.12;0.09;0.07;0.06;0.07;0.10;0.16;0.26;0.07
7228;N;30;30;30;30;30;30;30;30;30;30;30;30;30
7228;Min;1.0;2.4;4.9;6.7;8.6;13.9;16.9;18.1;15.0;10.8;5.6;2.8;10.4
7228;Q1;2.2;3.8;6.6;8.0;11.5;15.7;18.8;19.6;16.4;11.4;7.2;3.8;11.0
7228;Q2;3.7;4.9;6.9;8.8;12.3;16.6;19.3;19.9;17.2;13.3;7.9;4.6;11.5
7228;Q3;4.2;5.8;7.3;9.8;13.2;17.4;20.1;20.8;17.9;13.8;8.8;5.3;11.8
7228;Q4;5.4;6.4;8.2;10.2;13.9;17.9;21.0;21.5;18.3;14.5;9.8;6.2;12.2
7228;Max;7.1;7.5;9.7;11.9;15.6;19.0;21.7;22.0;19.4;15.1;10.8;8.1;12.9
7228;Mn;4.0;5.3;7.0;9.4;12.8;17.2;19.9;20.1;17.5;13.6;8.3;5.0;11.6
7228;Md;3.9;5.2;7.2;9.2;12.7;16.9;19.7;20.4;17.4;13.2;8.4;5.1;11.6
7228;S;1.53;1.25;1.06;1.11;1.40;1.23;1.16;1.02;1.07;1.34;1.38;1.37;0.59
7228;Cv;0.40;0.24;0.15;0.12;0.11;0.07;0.06;0.05;0.06;0.10;0.16;0.27;0.05
7031;N;30;30;30;30;30;30;29;28;30;29;28;29;25
7031;Min;3.0;4.2;6.1;7.4;10.6;14.4;18.3;19.7;15.6;11.7;8.3;4.6;11.6
7031;Q1;4.3;5.4;7.4;8.8;12.5;16.8;19.7;20.6;17.9;13.0;8.8;5.4;12.1
7031;Q2;5.0;6.1;8.1;10.2;13.6;17.8;20.3;21.3;18.6;14.6;9.6;6.4;12.8
7031;Q3;6.0;6.9;8.6;10.5;14.2;18.4;20.9;21.7;19.3;15.4;10.5;7.3;13.1
7031;Q4;6.7;7.5;9.3;11.4;14.9;18.9;21.6;22.4;20.1;15.7;11.5;8.0;13.6
7031;Max;8.7;9.8;10.6;12.8;16.8;20.2;22.6;23.1;21.0;16.7;12.1;10.3;14.1
7031;Mn;5.5;6.2;8.5;10.4;13.8;18.2;20.6;21.5;18.9;15.1;10.1;6.6;13.0
7031;Md;5.5;6.5;8.4;10.2;13.8;17.9;20.7;21.4;18.9;14.7;10.1;6.9;12.9
7031;S;1.39;1.24;1.09;1.36;1.32;1.22;0.98;0.94;1.33;1.44;1.20;1.42;0.69
7031;Cv;0.25;0.19;0.13;0.13;0.10;0.07;0.05;0.04;0.07;0.10;0.12;0.21;0.05
9262;N;28;29;30;29;28;30;29;29;29;30;29;29;24
9262;Min;-1.5;-0.4;2.2;3.0;6.0;10.4;12.9;13.1;10.2;7.0;3.1;-0.9;7.2
9262;Q1;0.7;1.1;3.2;5.1;8.1;11.7;13.8;14.1;11.1;8.2;4.1;1.4;7.7
9262;Q2;1.7;1.9;4.1;5.8;8.8;12.3;14.2;14.8;12.0;9.0;5.1;2.5;7.9
9262;Q3;2.3;2.9;4.5;6.3;9.6;12.7;15.3;15.3;12.5;9.5;5.3;3.2;8.1
9262;Q4;3.5;3.6;5.8;7.3;10.3;13.3;15.6;16.1;13.9;10.4;6.6;3.8;8.5
9262;Max;5.7;5.3;7.8;8.2;11.6;16.2;17.3;18.0;14.5;11.8;8.5;6.9;8.8
9262;Mn;2.3;2.2;4.3;6.1;9.2;12.4;14.9;14.9;12.2;9.2;5.2;2.8;8.0
9262;Md;2.1;2.3;4.4;6.0;9.2;12.6;14.8;15.1;12.4;9.3;5.4;2.8;8.0
9262;S;1.74;1.41;1.27;1.21;1.20;1.16;1.12;1.17;1.22;1.11;1.43;1.71;0.42
9262;Cv;0.83;0.61;0.29;0.20;0.13;0.09;0.08;0.08;0.10;0.12;0.27;0.61;0.05
9263D;N;30;30;30;30;30;30;30;30;30;30;30;29;29
9263D;Min;-2.8;-1.5;1.4;2.4;5.7;9.9;12.0;12.4;10.1;6.5;2.3;-1.9;6.4
9263D;Q1;-0.6;0.3;2.3;4.3;7.6;10.7;13.1;13.8;10.8;7.7;3.3;0.7;6.9
9263D;Q2;0.9;1.0;3.1;5.2;8.3;11.5;13.8;14.0;11.4;8.4;4.2;1.9;7.2
9263D;Q3;1.8;2.2;3.8;5.6;8.9;12.1;14.5;14.8;12.4;9.0;5.1;3.0;7.5
9263D;Q4;3.1;3.0;5.1;6.4;9.6;12.7;15.1;15.6;12.9;10.3;6.5;3.8;7.9
9263D;Max;5.0;4.4;7.8;7.3;10.3;15.6;17.0;17.7;14.1;11.9;8.1;5.4;8.5
9263D;Mn;1.4;1.6;3.4;5.4;8.7;12.0;14.2;14.4;11.9;9.0;4.5;2.3;7.4
9263D;Md;1.4;1.6;3.6;5.3;8.6;11.9;14.2;14.5;12.0;8.9;4.8;2.2;7.4
9263D;S;1.95;1.45;1.46;1.21;1.08;1.27;1.19;1.19;1.16;1.37;1.59;1.87;0.57
9263D;Cv;1.44;0.93;0.40;0.23;0.13;0.11;0.08;0.08;0.10;0.15;0.33;0.84;0.08
1690A;N;30;30;29;30;30;29;30;30;29;30;29;29;28
1690A;Min;-1.1;-0.1;2.3;3.7;6.7;11.3;13.1;11.5;10.1;7.1;1.6;-1.8;7.5
1690A;Q1;1.3;1.5;3.9;5.4;8.4;11.9;14.0;13.6;11.0;8.2;4.5;2.1;7.9
1690A;Q2;2.9;2.8;4.5;6.3;9.2;12.3;14.7;14.3;11.7;8.9;5.9;3.4;8.4
1690A;Q3;3.9;3.6;4.9;7.0;9.8;12.9;15.1;14.8;13.0;10.0;6.9;4.5;8.6
1690A;Q4;5.5;4.7;6.3;7.7;10.5;14.1;15.4;15.4;13.8;11.2;8.1;6.2;9.0
1690A;Max;7.3;8.0;9.3;9.2;11.3;15.6;16.6;17.3;14.8;12.5;9.5;8.7;9.8
1690A;Mn;3.3;3.2;4.7;6.6;9.7;12.6;14.9;14.6;12.3;9.5;6.1;4.1;8.6
1690A;Md;3.3;3.2;5.0;6.7;9.5;12.8;14.8;14.5;12.3;9.6;6.3;4.1;8.5
1690A;S;2.14;1.88;1.48;1.20;1.08;1.17;0.85;1.25;1.34;1.52;1.95;2.41;0.56
1690A;Cv;0.66;0.59;0.29;0.18;0.11;0.09;0.06;0.09;0.11;0.16;0.31;0.59;0.07
1484C;N;25;25;24;25;25;25;25;25;25;26;26;26;24
1484C;Min;3.7;3.4;6.4;5.3;9.7;11.8;13.8;13.4;12.3;9.8;6.7;4.2;9.8
1484C;Q1;5.3;5.2;7.0;7.4;10.2;12.6;14.2;14.5;12.8;10.3;7.4;5.8;10.1
1484C;Q2;5.8;6.2;7.5;7.8;10.6;13.0;14.4;15.0;13.4;11.1;8.1;6.3;10.2
1484C;Q3;6.9;6.6;8.0;8.7;11.0;13.6;15.0;15.4;14.3;12.3;9.1;7.2;10.4
1484C;Q4;7.5;7.8;8.7;9.3;11.6;14.3;15.6;16.0;14.7;13.0;10.3;8.8;10.9
1484C;Max;8.0;9.6;9.8;10.9;12.8;15.4;16.7;17.6;16.0;14.1;11.2;10.9;11.3
1484C;Mn;6.2;6.4;7.5;8.4;10.8;13.4;14.7;15.1;13.8;11.5;8.2;7.0;10.3
1484C;Md;6.3;6.5;7.8;8.4;10.9;13.4;14.9;15.2;13.8;11.7;8.7;7.1;10.4
1484C;S;1.21;1.51;0.92;1.24;0.79;0.95;0.79;0.90;1.01;1.34;1.36;1.59;0.43
1484C;Cv;0.19;0.23;0.12;0.15;0.07;0.07;0.05;0.06;0.07;0.11;0.16;0.22;0.04
1495;N;29;30;29;30;29;29;28;30;30;29;27;28;26
1495;Min;2.1;3.0;4.8;5.0;7.6;11.7;13.2;13.0;11.9;8.9;6.1;3.3;9.2
1495;Q1;4.4;4.5;6.5;7.2;9.7;12.4;14.2;14.3;12.8;10.3;6.7;5.0;9.4
1495;Q2;4.9;5.2;7.0;7.9;10.1;12.8;14.5;14.6;13.5;11.0;7.5;5.9;9.9
1495;Q3;5.8;6.2;7.7;8.6;10.5;13.7;14.9;15.2;14.1;11.4;8.7;6.4;10.0
1495;Q4;6.7;7.3;8.3;8.9;11.2;13.9;15.4;15.9;14.7;12.3;9.8;7.7;10.4
1495;Max;7.3;8.9;9.8;11.4;12.7;15.5;16.7;18.0;15.7;14.0;11.2;10.4;11.2
1495;Mn;5.3;5.7;7.1;8.3;10.3;13.4;14.8;14.9;14.0;11.1;8.1;6.3;10.0
1495;Md;5.4;5.8;7.3;8.2;10.4;13.3;14.8;15.0;13.8;11.2;8.2;6.3;10.0
1495;S;1.33;1.50;1.13;1.32;1.03;0.96;0.76;1.04;1.05;1.32;1.44;1.60;0.53
1495;Cv;0.25;0.26;0.15;0.16;0.10;0.07;0.05;0.07;0.08;0.12;0.18;0.25;0.05
2867;N;30;30;30;30;30;30;30;30;30;30;30;30;30
2867;Min;-4.6;-4.5;-0.1;1.0;4.4;8.9;10.2;10.1;7.2;3.5;-2.8;-5.7;4.2
2867;Q1;-2.6;-2.1;0.4;2.7;6.0;10.2;12.1;11.5;8.8;5.0;0.4;-1.7;5.1
2867;Q2;-1.1;-0.4;1.1;3.5;7.2;10.7;12.6;12.3;9.1;5.9;1.8;-0.5;5.3
2867;Q3;-0.1;0.2;2.0;3.7;7.7;11.2;13.2;12.9;10.5;7.1;2.8;1.3;5.7
2867;Q4;0.8;1.4;3.1;5.0;8.6;11.7;14.2;13.8;11.3;7.7;4.3;2.2;6.3
2867;Max;3.3;3.8;6.1;6.9;9.2;13.4;14.7;14.8;13.1;8.8;6.5;6.1;6.8
2867;Mn;-0.5;-0.2;1.3;3.5;7.4;11.0;12.9;12.5;9.6;6.5;2.2;0.3;5.6
2867;Md;-0.7;-0.2;1.7;3.8;7.3;11.0;12.9;12.6;10.0;6.4;2.4;0.4;5.6
2867;S;2.02;1.87;1.49;1.29;1.27;0.96;1.21;1.15;1.50;1.41;2.29;2.39;0.69
2867;Cv;-2.83;-8.63;0.86;0.34;0.17;0.09;0.09;0.09;0.15;0.22;0.97;6.75;0.12
2870;N;20;16;15;19;22;19;20;20;22;23;19;18;5
2870;Min;-6.2;-3.2;0.1;1.9;5.1;8.8;12.2;12.6;8.6;4.2;-0.4;-4.0;
2870;Q1;-2.3;-1.4;1.4;3.2;6.3;10.8;13.0;12.9;9.8;5.6;0.7;-0.8;
2870;Q2;0.0;0.4;1.9;3.6;7.5;11.4;13.8;13.3;10.9;6.5;1.8;0.7;
2870;Q3;1.1;1.2;2.7;4.4;8.0;12.2;14.2;13.6;11.4;7.9;3.3;1.6;
2870;Q4;2.0;2.1;4.3;5.3;8.5;13.5;14.4;14.8;12.0;9.1;5.1;3.1;
2870;Max;3.5;4.0;7.1;6.4;9.2;14.3;16.3;16.4;12.6;9.4;6.5;6.6;
2870;Mn;0.5;0.8;2.3;3.8;7.6;11.7;14.0;13.4;11.2;7.5;2.4;1.2;
