Indicativo;parámetro;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
3260B;Min;-9.6;-9.0;-5.8;-2.6;-0.3;4.3;10.0;10.0;5.4;0.0;-5.6;-8.0;-9.6
3260B;Q1;-5.8;-4.7;-2.7;0.0;2.8;9.0;11.5;11.9;6.7;1.5;-3.8;-5.9;-6.8
3260B;Q2;-4.9;-3.8;-1.4;0.6;4.4;9.5;13.0;12.5;8.4;4.0;-1.8;-3.6;-5.8
3260B;Q3;-4.1;-2.5;0.0;1.9;5.5;10.2;14.0;13.4;9.6;4.9;-0.6;-3.0;-5.4
3260B;Q4;-2.9;-0.4;1.8;3.2;6.6;11.5;14.9;14.6;11.5;5.8;1.7;-2.2;-4.5
3260B;Max;1.7;0.7;3.1;4.3;7.5;14.7;17.5;16.2;12.4;8.0;3.7;1.2;-2.8
3260B;Mn;-4.4;-3.5;-0.4;1.4;5.2;10.0;13.2;12.9;9.1;4.7;-1.4;-3.3;-5.7
3260B;Md;-4.4;-2.9;-0.9;1.3;4.7;10.1;13.6;13.2;9.0;4.1;-1.1;-3.7;-5.8
3260B;S;2.35;2.21;2.43;1.81;1.97;1.93;2.11;1.65;2.11;2.12;2.62;2.05;1.66
3260B;Cv;-0.54;-0.75;-2.72;1.44;0.42;0.19;0.15;0.13;0.23;0.52;-2.48;-0.55;-0.29
8416;N;30;30;30;30;30;30;30;30;30;30;30;30;30
8416;Min;-2.6;-1.2;1.2;3.0;6.0;10.6;16.0;16.2;11.6;6.3;1.6;-0.3;-2.6
8416;Q1;1.0;1.4;3.2;5.9;9.4;13.4;17.0;17.2;13.2;9.0;3.5;1.6;-0.2
8416;Q2;1.8;2.8;4.9;7.1;10.0;14.2;18.0;17.7;14.1;10.2;4.7;2.2;0.9
8416;Q3;2.5;4.3;5.5;7.6;10.7;15.1;18.6;19.0;15.2;11.3;6.3;3.4;1.7
8416;Q4;4.1;5.2;6.4;8.4;11.9;15.8;19.6;20.5;16.0;12.8;7.4;4.2;2.4
8416;Max;6.0;7.6;7.4;11.0;12.8;18.0;21.5;22.3;17.8;14.2;10.4;6.8;4.8
8416;Mn;2.1;3.4;5.2;7.4;10.4;14.3;18.3;18.8;14.6;10.6;5.6;3.0;1.4
8416;Md;2.2;3.3;5.0;7.2;10.3;14.6;18.3;18.7;14.7;10.7;5.6;2.9;1.2
8416;S;1.95;2.10;1.76;1.51;1.55;1.48;1.44;1.65;1.70;2.03;2.21;1.66;1.57
8416;Cv;0.89;0.63;0.35;0.21;0.15;0.10;0.08;0.09;0.12;0.19;0.40;0.57;1.32
8414A;N;30;30;30;30;30;29;30;30;30;28;28;30;27
8414A;Min;-5.4;-3.0;-1.8;2.2;5.0;9.8;14.6;13.4;9.4;4.1;-3.1;-4.3;-5.4
8414A;Q1;-2.2;-1.6;1.4;4.0;6.8;12.2;15.8;15.6;11.6;6.2;0.8;-1.8;-2.9
8414A;Q2;-1.1;0.2;2.2;4.9;8.2;12.9;16.9;16.5;12.4;8.4;2.6;-0.4;-1.8
8414A;Q3;0.3;1.0;2.9;6.0;9.1;14.0;17.4;17.7;13.5;9.4;4.5;0.4;-0.7
8414A;Q4;1.5;2.7;4.1;6.6;9.8;14.5;18.2;19.7;15.4;10.5;5.5;1.2;0.0
8414A;Max;4.8;3.6;6.0;7.6;12.1;16.5;20.2;21.0;17.4;12.5;6.6;4.6;2.8
8414A;Mn;-0.5;0.7;2.6;5.6;8.7;13.4;17.1;17.2;12.7;8.7;3.7;-0.2;-1.8
8414A;Md;-0.4;0.5;2.4;5.3;8.7;13.3;17.1;17.3;13.2;8.6;3.2;-0.1;-1.5
8414A;S;2.42;2.01;2.12;1.35;1.80;1.41;1.36;1.89;2.08;2.24;2.50;1.95;1.79
8414A;Cv;-5.67;3.81;0.87;0.25;0.21;0.11;0.08;0.11;0.16;0.26;0.78;-23.46;-1.22
2422;N;30;30;30;30;30;30;29;30;30;30;30;30;29
2422;Min;-11.0;-11.5;-8.4;-4.0;-1.7;2.6;5.6;6.0;0.8;-2.8;-6.8;-10.8;-11.5
2422;Q1;-7.4;-6.9;-5.0;-1.6;-0.4;4.2;7.6;7.7;4.0;0.0;-4.8;-6.6;-8.5
2422;Q2;-6.2;-5.3;-3.2;-1.3;1.1;5.1;8.2;8.6;5.4;1.2;-2.8;-5.5;-7.6
2422;Q3;-4.8;-4.0;-2.5;-0.8;2.4;6.0;9.4;9.6;6.5;2.2;-1.4;-4.3;-6.7
2422;Q4;-3.5;-2.3;-0.9;0.0;4.0;6.7;10.4;10.5;7.9;3.7;-0.2;-2.6;-5.6
2422;Max;0.2;0.2;1.3;1.1;5.6;11.2;13.0;12.7;8.9;5.0;0.6;1.6;-4.0
2422;Mn;-5.4;-4.6;-2.9;-1.0;1.8;5.7;9.0;8.8;6.0;2.0;-1.9;-4.8;-7.0
2422;Md;-5.4;-4.7;-2.9;-1.0;1.8;5.6;8.9;9.2;5.9;1.7;-2.4;-4.7;-7.3
2422;S;2.49;2.69;2.35;1.26;2.14;1.83;1.70;1.61;2.01;2.05;2.22;2.51;1.91
2422;Cv;-0.46;-0.57;-0.80;-1.30;1.19;0.32;0.19;0.18;0.34;1.23;-0.93;-0.53;-0.26
2539;N;30;30;30;29;30;30;30;30;30;30;30;30;29
2539;Min;-12.0;-11.4;-9.8;-6.5;-5.4;-0.5;2.4;3.4;0.2;-3.8;-7.5;-11.0;-12.0
2539;Q1;-8.6;-8.6;-6.6;-4.5;-3.0;1.1;4.8;5.4;2.0;-1.2;-5.9;-7.5;-10.5
2539;Q2;-7.6;-7.2;-5.2;-3.4;-1.4;3.1;6.0;6.2;3.4;-0.2;-4.5;-6.1;-9.0
2539;Q3;-6.0;-5.2;-4.2;-2.6;0.8;4.1;7.5;7.2;4.7;0.6;-3.1;-5.1;-7.6
2539;Q4;-4.5;-3.0;-3.1;-1.6;1.8;5.3;8.2;8.8;5.8;2.0;-1.2;-3.8;-6.8
2539;Max;-1.6;-0.4;-0.8;0.0;4.4;9.6;10.4;11.0;7.6;4.4;-0.6;1.0;-5.0
2539;Mn;-6.6;-6.1;-4.6;-3.0;0.0;3.7;6.9;6.8;3.8;0.1;-4.0;-5.7;-8.4
2539;Md;-6.8;-6.1;-4.8;-3.1;-0.4;3.5;6.7;6.9;4.0;0.3;-3.8;-5.8;-8.5
2539;S;2.59;2.81;2.09;1.57;2.45;2.22;2.04;1.80;2.11;1.86;2.21;2.59;1.97
2539;Cv;-0.38;-0.46;-0.44;-0.51;-5.96;0.63;0.31;0.26;0.53;6.88;-0.59;-0.44;-0.23
2614;N;30;30;30;30;30;30;30;30;30;30;30;30;30
2614;Min;-8.2;-9.2;-8.4;-2.4;-0.6;4.0;7.4;6.4;3.0;-1.4;-8.4;-10.6;-10.6
2614;Q1;-6.0;-6.2;-4.0;-1.2;1.0;6.2;9.0;8.8;5.0;0.2;-4.6;-6.7;-7.5
2614;Q2;-5.6;-4.5;-2.5;-0.6;2.4;6.5;9.6;9.6;6.5;1.5;-2.5;-4.5;-6.4
2614;Q3;-4.6;-3.6;-1.7;0.0;3.3;7.3;10.3;10.0;7.2;2.6;-0.9;-3.3;-5.8
2614;Q4;-2.6;-1.5;-0.3;0.6;4.8;8.4;11.2;11.6;8.6;3.6;0.2;-2.6;-5.4
2614;Max;1.0;-0.4;1.8;2.6;6.6;11.6;13.0;12.2;10.6;5.0;2.0;3.4;-2.6
2614;Mn;-5.3;-3.9;-2.2;-0.1;3.0;6.9;9.8;10.0;6.6;2.2;-1.7;-3.9;-6.1
2614;Md;-4.5;-4.0;-2.2;-0.3;2.9;7.3;10.0;9.9;6.7;2.1;-2.0;-4.2;-6.3
2614;S;2.13;2.20;2.18;1.21;1.93;1.55;1.36;1.39;1.95;1.75;2.53;2.61;1.68
2614;Cv;-0.47;-0.55;-1.01;-4.77;0.67;0.21;0.14;0.14;0.29;0.83;-1.24;-0.62;-0.27
9390;N;30;30;30;30;30;30;30;29;30;30;30;30;29
9390;Min;-16.8;-11.6;-12.7;-3.9;-2.0;3.4;5.6;4.4;0.5;-2.6;-11.4;-13.3;-16.8
9390;Q1;-9.6;-8.8;-5.6;-2.7;0.0;4.7;7.2;7.6;2.5;-1.6;-6.6;-7.9;-10.7
9390;Q2;-8.6;-6.5;-4.3;-2.4;1.2;5.2;8.4;8.8;3.8;0.4;-3.9;-6.4;-9.0
9390;Q3;-7.0;-4.9;-3.7;-1.6;2.4;6.0;9.5;9.8;5.1;1.8;-2.5;-5.6;-8.6
9390;Q4;-4.9;-3.8;-2.2;-0.6;3.2;7.5;10.8;11.3;7.4;2.8;-1.3;-4.4;-7.2
9390;Max;-0.8;-1.2;-0.2;1.7;6.6;11.8;12.1;12.8;9.6;4.4;0.2;-1.4;-4.7
9390;Mn;-7.6;-5.8;-4.0;-2.1;2.1;6.0;9.0;9.4;4.4;1.5;-3.1;-6.1;-8.8
9390;Md;-7.5;-6.2;-4.2;-1.7;1.9;6.1;8.9;9.4;4.8;0.9;-3.9;-6.2;-9.1
9390;S;3.31;2.59;2.44;1.30;1.98;1.86;1.79;2.09;2.42;2.02;3.02;2.43;2.51
9390;Cv;-0.44;-0.42;-0.59;-0.75;1.02;0.31;0.20;0.22;0.51;2.33;-0.78;-0.39;-0.27
9434;N;30;29;30;30;30;30;30;30;30;30;30;30;29
9434;Min;-6.6;-7.6;-6.0;-0.8;1.7;7.4;10.8;10.4;7.0;1.0;-5.6;-9.5;-9.5
9434;Q1;-5.4;-3.6;-2.2;1.1;5.0;9.5;12.4;12.6;7.8;2.8;-2.6;-4.4;-6.0
9434;Q2;-4.1;-3.0;-0.8;2.5;6.0;10.4;13.4;13.4;9.4;4.5;-1.1;-4.0;-5.0
9434;Q3;-2.7;-1.6;0.1;3.2;6.6;10.8;14.1;14.3;10.1;5.8;0.4;-2.2;-4.0
9434;Q4;-0.4;-1.0;1.6;3.8;7.7;12.5;15.2;15.5;11.4;6.5;2.0;-0.9;-3.4
9434;Max;2.6;1.6;4.8;4.0;9.8;15.1;17.0;16.5;13.5;9.4;3.8;0.6;-1.2
9434;Mn;-3.4;-2.4;-0.6;3.0;6.5;10.6;13.8;13.6;9.8;5.5;-0.6;-3.2;-4.7
9434;Md;-3.1;-2.5;-0.4;2.5;6.2;10.8;13.8;13.8;9.8;4.9;-0.5;-3.1;-4.7
9434;S;2.35;2.02;2.25;1.44;1.77;1.70;1.58;1.57;1.72;1.97;2.54;2.14;1.75
9434;Cv;-0.76;-0.80;-5.83;0.58;0.28;0.16;0.11;0.11;0.18;0.41;-4.92;-0.69;-0.37
